identifiant_contrat;code_etablissement;code_produit;type_produit;date_ouverture;date_echeance;montant_initial;montant_restant_du;devise;type_taux;taux_dar;duree_initiale_mois;identifiant_tiers;statut_contrat;segment_clientele
C000415;ETB001;DECOUVERT;CREDIT;2021-03-09;2029-05-28;137975.97;106429.84;EUR;VARIABLE;;60;T000274;ACTIF;ETI
C000416;ETB001;CAT;DEPOT;2016-05-30;;36875.24;;EUR;;;;T000486;CONTENTIEUX;PARTICULIER
C000417;ETB001;CAT;DEPOT;2022-01-29;;32929.04;;EUR;;;;T000461;ACTIF;PME
C000418;ETB001;DAV;DEPOT;2015-03-26;;313620.43;;EUR;;;;T000145;ACTIF;ETI
C000419;ETB001;CREDIT_BAIL;CREDIT;2018-10-18;2028-06-27;434583.01;244734.77;EUR;FIXE;4.4879;240;T000141;ACTIF;
C000420;ETB001;DAV;DEPOT;2015-05-25;;38454.84;;EUR;;;;T000489;CONTENTIEUX;PME
C000421;ETB001;DECOUVERT;CREDIT;2015-05-18;2030-06-22;49157.11;32090.24;EUR;VARIABLE;;60;T000116;ACTIF;PARTICULIER
C000422;ETB001;CREDIT_BAIL;CREDIT;2022-11-19;2033-12-30;52253.44;30826.67;EUR;REVISABLE;;300;T000157;ACTIF;ETI
C000423;ETB001;LIVRET_A;EPARGNE;2020-11-03;;148443.02;;EUR;;;;T000412;CLOTURE;
C000424;ETB001;DECOUVERT;CREDIT;2018-11-30;2040-10-05;424992.52;345171.09;EUR;VARIABLE;;180;T000154;CONTENTIEUX;
C000425;ETB001;LIVRET_A;EPARGNE;2016-12-25;;138488.37;;EUR;;;;T000293;CONTENTIEUX;PME
C000426;ETB001;PRET_CONSO;CREDIT;2015-12-27;2031-03-27;352377.81;51006.45;EUR;FIXE;3.233;300;T000361;CONTENTIEUX;
C000427;ETB001;LIVRET_A;EPARGNE;2021-04-30;;32443.65;;EUR;;;;T000183;ACTIF;PARTICULIER
C000428;ETB001;LIVRET_A;EPARGNE;2016-01-17;;494173.94;;EUR;;;;T000367;ACTIF;ETI
C000429;ETB001;PRET_IMMO;CREDIT;2022-10-28;2029-09-03;310416.34;181905.12;EUR;REVISABLE;;240;T000240;CLOTURE;
C000430;ETB001;PRET_IMMO;CREDIT;2019-03-09;2032-09-16;329920.33;263797.15;EUR;VARIABLE;;120;T000405;CONTENTIEUX;PARTICULIER
C000431;ETB001;LIVRET_A;EPARGNE;2016-09-01;;452875.09;;EUR;;;;T000232;ACTIF;PARTICULIER
C000432;ETB001;CAT;DEPOT;2017-10-16;;141928.14;;EUR;;;;T000264;CLOTURE;ETI
C000433;ETB001;DECOUVERT;CREDIT;2021-09-13;2033-06-16;463232.81;157763.87;EUR;FIXE;2.1216;120;T000228;CLOTURE;PARTICULIER
C000434;ETB001;LIVRET_A;EPARGNE;2021-11-07;;430250.9;;EUR;;;;T000160;CLOTURE;PARTICULIER
C000435;ETB001;DAV;DEPOT;2019-01-02;;417726.39;;EUR;;;;T000484;ACTIF;ETI
C000436;ETB001;DAV;DEPOT;2017-10-05;;47071.76;;EUR;;;;T000405;ACTIF;ETI
C000437;ETB001;PRET_CONSO;CREDIT;2018-09-19;2036-02-11;139007.09;75451.54;EUR;REVISABLE;;120;T000258;ACTIF;PARTICULIER
C000438;ETB001;PRET_IMMO;CREDIT;2017-02-01;2027-07-30;415774.06;370262.55;EUR;VARIABLE;;60;T000205;ACTIF;
C000439;ETB001;PEL;EPARGNE;2020-11-17;;435720.42;;EUR;;;;T000219;ACTIF;PARTICULIER
C000440;ETB001;LIVRET_A;EPARGNE;2017-06-16;;244150.19;;EUR;;;;T000250;ACTIF;
C000441;ETB001;CAT;DEPOT;2019-06-13;;339126.65;;EUR;;;;T000041;CONTENTIEUX;
C000442;ETB001;DAV;DEPOT;2015-01-25;;440915.16;;EUR;;;;T000332;ACTIF;PME
C000443;ETB001;PRET_IMMO;CREDIT;2023-05-29;2040-02-06;264690.73;213489.49;EUR;VARIABLE;;180;T000241;CONTENTIEUX;PARTICULIER
C000444;ETB001;DAV;DEPOT;2022-03-23;;193686.1;;EUR;;;;T000024;ACTIF;PARTICULIER
C000445;ETB001;PEL;EPARGNE;2023-12-01;;410907.48;;EUR;;;;T000171;ACTIF;
C000446;ETB001;CREDIT_BAIL;CREDIT;2019-06-25;2029-08-13;361348.21;216769.33;EUR;VARIABLE;;240;T000261;ACTIF;PME
C000447;ETB001;PRET_CONSO;CREDIT;2016-10-22;2028-05-17;400397.13;131124.66;EUR;REVISABLE;;120;T000208;CLOTURE;ETI
C000448;ETB001;PRET_IMMO;CREDIT;2015-07-08;2030-09-15;450266.53;218357.04;EUR;VARIABLE;;60;T000289;CLOTURE;PARTICULIER
C000449;ETB001;DAV;DEPOT;2023-10-30;;374855.09;;EUR;;;;T000347;ACTIF;ETI
C000450;ETB001;PEL;EPARGNE;2023-04-06;;160378.7;;EUR;;;;T000077;CONTENTIEUX;PARTICULIER
C000451;ETB001;LIVRET_A;EPARGNE;2023-01-09;;66706.49;;EUR;;;;T000476;CONTENTIEUX;PARTICULIER
C000452;ETB001;DAV;DEPOT;2018-10-20;;311447.1;;EUR;;;;T000034;ACTIF;PARTICULIER
C000453;ETB001;DAV;DEPOT;2016-06-10;;210219.41;;EUR;;;;T000091;ACTIF;ETI
C000454;ETB001;CREDIT_BAIL;CREDIT;2016-09-14;2030-06-11;73920.58;43508.48;EUR;FIXE;1.034;300;T000350;ACTIF;ETI
C000455;ETB001;CAT;DEPOT;2023-08-15;;267965.82;;EUR;;;;T000043;ACTIF;PARTICULIER
C000456;ETB001;PEL;EPARGNE;2023-08-26;;290126.65;;EUR;;;;T000276;ACTIF;ETI
C000457;ETB001;PRET_IMMO;CREDIT;2021-09-15;2036-01-15;309398.59;182013.28;EUR;VARIABLE;;300;T000170;CONTENTIEUX;PARTICULIER
C000458;ETB001;CAT;DEPOT;2016-02-01;;269223.66;;EUR;;;;T000268;ACTIF;PME
C000459;ETB001;CREDIT_BAIL;CREDIT;2021-11-21;2024-01-20;235688.02;58026.41;EUR;REVISABLE;;60;T000008;CONTENTIEUX;PME
C000460;ETB001;PRET_IMMO;CREDIT;2020-01-18;2038-06-14;15247.36;4189.04;EUR;REVISABLE;;180;T000097;ACTIF;PARTICULIER
C000461;ETB001;DAV;DEPOT;2019-08-22;;339326.96;;EUR;;;;T000100;CLOTURE;PME
C000462;ETB001;PRET_CONSO;CREDIT;2018-02-07;2024-02-11;423752.5;303344.43;EUR;VARIABLE;;60;T000028;ACTIF;
C000463;ETB001;PRET_IMMO;CREDIT;2020-09-04;2032-11-28;134407.06;20956.97;EUR;VARIABLE;;180;T000434;ACTIF;ETI
C000464;ETB001;PRET_CONSO;CREDIT;2019-02-25;2028-06-17;35946.0;26062.05;EUR;VARIABLE;;240;T000096;ACTIF;PARTICULIER
C000465;ETB001;CAT;DEPOT;2019-08-16;;68761.79;;EUR;;;;T000219;ACTIF;ETI
C000466;ETB001;CAT;DEPOT;2017-06-06;;135917.88;;EUR;;;;T000060;ACTIF;
C000467;ETB001;CAT;DEPOT;2022-01-23;;347710.4;;EUR;;;;T000299;CLOTURE;PME
C000468;ETB001;CREDIT_BAIL;CREDIT;2017-11-24;2032-05-05;425843.25;279628.0;EUR;FIXE;1.3273;300;T000322;ACTIF;ETI
C000469;ETB001;PEL;EPARGNE;2016-12-30;;119187.47;;EUR;;;;T000001;CLOTURE;PME
C000470;ETB001;LIVRET_A;EPARGNE;2023-02-18;;6758.56;;EUR;;;;T000040;ACTIF;PARTICULIER
C000471;ETB001;PEL;EPARGNE;2015-10-30;;462549.85;;EUR;;;;T000435;ACTIF;
C000472;ETB001;LIVRET_A;EPARGNE;2017-10-09;;92103.18;;EUR;;;;T000163;ACTIF;
C000473;ETB001;PRET_IMMO;CREDIT;2019-07-28;2036-09-13;401404.55;209705.87;EUR;FIXE;2.9259;60;T000322;ACTIF;PARTICULIER
C000474;ETB001;PRET_IMMO;CREDIT;2019-08-10;2029-09-11;148087.31;49074.15;EUR;VARIABLE;;180;T000272;ACTIF;PME
C000475;ETB001;CAT;DEPOT;2017-12-31;;90657.8;;EUR;;;;T000453;ACTIF;PME
C000476;ETB001;PRET_IMMO;CREDIT;2022-11-05;2030-09-17;24289.11;14490.36;EUR;VARIABLE;;240;T000250;ACTIF;PME
C000477;ETB001;DECOUVERT;CREDIT;2017-05-29;2039-03-15;57589.2;23535.92;EUR;FIXE;4.541;240;T000019;CLOTURE;PARTICULIER
C000478;ETB001;DAV;DEPOT;2015-08-03;;154136.8;;EUR;;;;T000231;ACTIF;PARTICULIER
C000479;ETB001;DAV;DEPOT;2016-05-25;;170819.17;;EUR;;;;T000146;ACTIF;PME
C000480;ETB001;DAV;DEPOT;2018-04-05;;441401.57;;EUR;;;;T000337;CLOTURE;PME
C000481;ETB001;CAT;DEPOT;2018-09-13;;413188.79;;EUR;;;;T000320;ACTIF;PARTICULIER
C000482;ETB001;DAV;DEPOT;2023-12-18;;206152.09;;EUR;;;;T000322;CONTENTIEUX;ETI
C000483;ETB001;CAT;DEPOT;2017-08-17;;238389.95;;EUR;;;;T000050;ACTIF;PME
C000484;ETB001;CREDIT_BAIL;CREDIT;2022-02-11;2030-10-01;326764.42;218401.93;EUR;VARIABLE;;240;T000274;ACTIF;PARTICULIER
C000485;ETB001;DECOUVERT;CREDIT;2021-04-25;2025-11-27;479434.41;312672.21;EUR;REVISABLE;;120;T000394;ACTIF;ETI
C000486;ETB001;CREDIT_BAIL;CREDIT;2018-02-02;2029-04-17;462700.6;298515.73;EUR;VARIABLE;;60;T000447;ACTIF;ETI
C000487;ETB001;CREDIT_BAIL;CREDIT;2022-12-30;2029-05-07;208050.96;41148.16;EUR;REVISABLE;;180;T000212;CONTENTIEUX;PME
C000488;ETB001;PEL;EPARGNE;2017-10-05;;66089.88;;EUR;;;;T000276;ACTIF;ETI
C000489;ETB001;PRET_IMMO;CREDIT;2018-08-25;2030-12-20;490502.24;250828.89;EUR;REVISABLE;;300;T000225;CONTENTIEUX;ETI
C000490;ETB001;PRET_CONSO;CREDIT;2017-08-22;2025-11-17;298597.46;102811.53;EUR;VARIABLE;;60;T000423;ACTIF;ETI
C000491;ETB001;CREDIT_BAIL;CREDIT;2017-11-19;2033-11-06;84892.74;71804.52;EUR;VARIABLE;;240;T000320;CONTENTIEUX;PARTICULIER
C000492;ETB001;PEL;EPARGNE;2017-03-14;;212997.73;;EUR;;;;T000151;ACTIF;PARTICULIER
C000493;ETB001;CREDIT_BAIL;CREDIT;2022-01-03;2027-10-09;159775.27;90919.62;EUR;FIXE;4.6279;300;T000310;ACTIF;PME
C000494;ETB001;CAT;DEPOT;2019-09-14;;159696.95;;EUR;;;;T000128;ACTIF;ETI
C000495;ETB001;PRET_CONSO;CREDIT;2015-10-15;2033-01-27;418484.18;198447.01;EUR;FIXE;4.1839;60;T000079;CLOTURE;
C000496;ETB001;PRET_CONSO;CREDIT;2023-08-08;2025-10-04;476603.41;342310.96;EUR;VARIABLE;;120;T000456;CONTENTIEUX;ETI
C000497;ETB001;PEL;EPARGNE;2018-03-05;;377203.08;;EUR;;;;T000170;CLOTURE;
C000498;ETB001;PEL;EPARGNE;2022-01-02;;183498.81;;EUR;;;;T000036;ACTIF;PME
C000499;ETB001;PRET_CONSO;CREDIT;2023-05-11;2030-03-25;295490.44;176711.38;EUR;VARIABLE;;240;T000234;ACTIF;ETI
C000500;ETB001;PEL;EPARGNE;2022-02-24;;431957.66;;EUR;;;;T000013;CONTENTIEUX;
C000501;ETB001;DAV;DEPOT;2021-11-08;;422487.74;;EUR;;;;T000005;ACTIF;PME
C000502;ETB001;CAT;DEPOT;2017-10-03;;320553.04;;EUR;;;;T000146;ACTIF;PME
C000503;ETB001;PRET_IMMO;CREDIT;2016-10-22;2037-03-12;495218.37;361839.73;EUR;VARIABLE;;300;T000168;ACTIF;PME
C000504;ETB001;DAV;DEPOT;2016-12-23;;376142.32;;EUR;;;;T000362;CLOTURE;PME
C000505;ETB001;PEL;EPARGNE;2017-11-07;;150149.86;;EUR;;;;T000084;ACTIF;ETI
C000506;ETB001;CAT;DEPOT;2022-07-23;;479877.12;;EUR;;;;T000141;ACTIF;PME
C000507;ETB001;CREDIT_BAIL;CREDIT;2016-06-24;2040-01-22;278189.33;105765.91;EUR;VARIABLE;;60;T000438;CONTENTIEUX;
C000508;ETB001;CREDIT_BAIL;CREDIT;2019-12-03;2024-06-13;465994.96;315676.34;EUR;REVISABLE;;240;T000279;ACTIF;ETI
C000509;ETB001;LIVRET_A;EPARGNE;2021-09-24;;269747.64;;EUR;;;;T000323;CONTENTIEUX;
C000510;ETB001;LIVRET_A;EPARGNE;2015-12-04;;219083.0;;EUR;;;;T000012;ACTIF;PME
C000511;ETB001;PRET_CONSO;CREDIT;2018-10-09;2037-05-01;95738.57;39513.88;EUR;FIXE;2.8051;240;T000099;ACTIF;
C000512;ETB001;PEL;EPARGNE;2020-02-06;;308001.77;;EUR;;;;T000460;ACTIF;
C000513;ETB001;LIVRET_A;EPARGNE;2022-02-03;;465751.14;;EUR;;;;T000438;ACTIF;ETI
C000514;ETB001;PEL;EPARGNE;2022-03-23;;472761.28;;EUR;;;;T000072;CLOTURE;PARTICULIER
C000515;ETB001;PRET_CONSO;CREDIT;2022-05-03;2037-02-22;426959.71;207481.93;EUR;FIXE;0.8466;120;T000004;ACTIF;ETI
C000516;ETB001;CREDIT_BAIL;CREDIT;2020-04-16;2032-09-25;386001.22;293843.88;EUR;VARIABLE;;240;T000379;CLOTURE;
C000517;ETB001;CAT;DEPOT;2021-06-25;;342955.04;;EUR;;;;T000345;ACTIF;
C000518;ETB001;PRET_CONSO;CREDIT;2017-10-24;2030-06-26;447803.6;367285.54;EUR;REVISABLE;;120;T000070;ACTIF;PME
C000519;ETB001;CAT;DEPOT;2023-09-06;;488037.9;;EUR;;;;T000345;ACTIF;PME
C000520;ETB001;PRET_CONSO;CREDIT;2015-11-29;2037-12-25;386514.68;319899.3;EUR;REVISABLE;;240;T000427;ACTIF;PME
C000521;ETB001;PRET_IMMO;CREDIT;2017-11-09;2040-05-30;458367.99;90825.26;EUR;FIXE;2.1345;300;T000353;CONTENTIEUX;PARTICULIER
C000522;ETB001;CREDIT_BAIL;CREDIT;2022-07-22;2039-01-09;414198.62;67839.73;EUR;FIXE;3.4759;300;T000114;CONTENTIEUX;ETI
C000523;ETB001;PEL;EPARGNE;2015-10-12;;338273.63;;EUR;;;;T000390;ACTIF;
C000524;ETB001;CAT;DEPOT;2020-06-11;;350807.81;;EUR;;;;T000473;CLOTURE;ETI
C000525;ETB001;PRET_CONSO;CREDIT;2016-10-16;2039-07-31;339621.06;117856.46;EUR;VARIABLE;;180;T000299;ACTIF;PME
C000526;ETB001;DECOUVERT;CREDIT;2016-04-14;2037-04-03;340779.81;113418.21;EUR;REVISABLE;;60;T000121;ACTIF;PME
C000527;ETB001;DECOUVERT;CREDIT;2016-12-23;2028-01-31;495436.02;321386.55;EUR;REVISABLE;;120;T000277;ACTIF;
C000528;ETB001;PEL;EPARGNE;2021-08-27;;374371.52;;EUR;;;;T000496;ACTIF;
C000529;ETB001;PRET_IMMO;CREDIT;2016-03-31;2026-12-02;33949.14;3430.27;EUR;VARIABLE;;180;T000111;CONTENTIEUX;PARTICULIER
C000530;ETB001;CREDIT_BAIL;CREDIT;2017-01-23;2039-11-13;479479.37;272572.72;EUR;FIXE;4.5839;180;T000263;ACTIF;
C000531;ETB001;PRET_CONSO;CREDIT;2015-09-23;2039-11-13;486526.28;276556.09;EUR;FIXE;1.0631;180;T000044;CONTENTIEUX;PME
C000532;ETB001;PRET_IMMO;CREDIT;2020-03-05;2028-03-07;351317.87;244142.85;EUR;VARIABLE;;240;T000267;ACTIF;PME
C000533;ETB001;PEL;EPARGNE;2016-10-26;;453453.57;;EUR;;;;T000445;CONTENTIEUX;
C000534;ETB001;DECOUVERT;CREDIT;2016-06-16;2036-04-04;26990.4;6838.94;EUR;REVISABLE;;300;T000171;CONTENTIEUX;PME
C000535;ETB001;DAV;DEPOT;2019-08-16;;128080.71;;EUR;;;;T000115;ACTIF;ETI
C000536;ETB001;CAT;DEPOT;2015-07-08;;95140.04;;EUR;;;;T000211;CLOTURE;
C000537;ETB001;PRET_CONSO;CREDIT;2023-04-16;2026-10-31;31053.29;14227.02;EUR;REVISABLE;;60;T000394;ACTIF;ETI
C000538;ETB001;PRET_CONSO;CREDIT;2019-01-23;2037-02-13;67783.28;39498.68;EUR;FIXE;2.7155;300;T000475;ACTIF;PME
C000539;ETB001;PRET_CONSO;CREDIT;2023-10-20;2036-04-14;270802.16;196811.3;EUR;VARIABLE;;60;T000177;ACTIF;PME
C000540;ETB001;PEL;EPARGNE;2016-12-20;;410218.14;;EUR;;;;T000026;CLOTURE;PARTICULIER
C000541;ETB001;CAT;DEPOT;2017-03-01;;262220.05;;EUR;;;;T000077;CONTENTIEUX;ETI
C000542;ETB001;CAT;DEPOT;2021-03-13;;322193.12;;EUR;;;;T000058;CONTENTIEUX;ETI
C000543;ETB001;DECOUVERT;CREDIT;2018-01-22;2036-10-25;309127.74;246464.61;EUR;REVISABLE;;120;T000212;CONTENTIEUX;PME
C000544;ETB001;CAT;DEPOT;2017-12-16;;436556.36;;EUR;;;;T000398;ACTIF;
C000545;ETB001;CAT;DEPOT;2023-04-06;;199848.07;;EUR;;;;T000382;CONTENTIEUX;PARTICULIER
C000546;ETB001;DAV;DEPOT;2019-08-09;;232327.02;;EUR;;;;T000454;ACTIF;PME
C000547;ETB001;PRET_IMMO;CREDIT;2021-12-03;2036-04-01;166724.37;121425.75;EUR;VARIABLE;;120;T000208;CLOTURE;
C000548;ETB001;PRET_CONSO;CREDIT;2017-06-27;2027-12-24;49361.94;24868.29;EUR;REVISABLE;;300;T000164;ACTIF;PME
C000549;ETB001;PRET_IMMO;CREDIT;2016-11-26;2029-11-10;375170.84;318956.87;EUR;FIXE;2.0426;240;T000232;CLOTURE;ETI
C000550;ETB001;CREDIT_BAIL;CREDIT;2023-12-21;2037-03-21;91289.61;26540.2;EUR;FIXE;4.8095;240;T000291;ACTIF;ETI
C000551;ETB001;CREDIT_BAIL;CREDIT;2022-06-11;2028-08-04;290887.4;114470.0;EUR;VARIABLE;;300;T000323;ACTIF;PME
C000552;ETB001;CAT;DEPOT;2021-05-04;;399747.93;;EUR;;;;T000370;CLOTURE;ETI
C000553;ETB001;CREDIT_BAIL;CREDIT;2017-06-13;2034-10-07;373631.65;279616.65;EUR;FIXE;4.5911;240;T000175;ACTIF;ETI
C000554;ETB001;LIVRET_A;EPARGNE;2018-12-11;;59763.61;;EUR;;;;T000225;CLOTURE;
C000555;ETB001;CREDIT_BAIL;CREDIT;2016-12-07;2040-04-03;36599.5;30091.57;EUR;VARIABLE;;300;T000476;ACTIF;ETI
C000556;ETB001;PRET_CONSO;CREDIT;2015-11-26;2034-09-22;195835.56;39092.12;EUR;VARIABLE;;300;T000124;CONTENTIEUX;
C000557;ETB001;CAT;DEPOT;2023-02-01;;21669.55;;EUR;;;;T000290;CONTENTIEUX;PME
C000558;ETB001;PEL;EPARGNE;2023-08-06;;443036.88;;EUR;;;;T000410;CONTENTIEUX;PARTICULIER
C000559;ETB001;DAV;DEPOT;2022-07-18;;69745.94;;EUR;;;;T000441;ACTIF;
C000560;ETB001;PEL;EPARGNE;2021-05-31;;52672.51;;EUR;;;;T000440;CLOTURE;PARTICULIER
C000561;ETB001;CREDIT_BAIL;CREDIT;2022-09-10;2027-09-02;9676.22;4486.97;EUR;FIXE;2.7692;120;T000322;ACTIF;PME
C000562;ETB001;LIVRET_A;EPARGNE;2023-04-18;;54557.07;;EUR;;;;T000312;CONTENTIEUX;ETI
C000563;ETB001;CAT;DEPOT;2023-08-27;;349106.16;;EUR;;;;T000141;ACTIF;
C000564;ETB001;CREDIT_BAIL;CREDIT;2020-06-12;2034-05-24;69902.94;13232.04;EUR;VARIABLE;;120;T000439;CLOTURE;
C000565;ETB001;PRET_CONSO;CREDIT;2018-05-12;2034-04-08;152772.47;32028.32;EUR;VARIABLE;;300;T000137;ACTIF;ETI
C000566;ETB001;PRET_CONSO;CREDIT;2022-04-16;2026-04-05;374135.47;238503.48;EUR;REVISABLE;;180;T000306;ACTIF;PME
C000567;ETB001;DECOUVERT;CREDIT;2019-03-01;2039-05-12;454296.59;129906.11;EUR;REVISABLE;;300;T000244;ACTIF;
C000568;ETB001;LIVRET_A;EPARGNE;2019-09-14;;345180.58;;EUR;;;;T000369;ACTIF;
C000569;ETB001;LIVRET_A;EPARGNE;2021-07-28;;272612.29;;EUR;;;;T000243;ACTIF;
C000570;ETB001;PEL;EPARGNE;2022-08-01;;282162.53;;EUR;;;;T000300;CLOTURE;PME
C000571;ETB001;CAT;DEPOT;2016-10-19;;71349.8;;EUR;;;;T000428;CLOTURE;
C000572;ETB001;PRET_CONSO;CREDIT;2022-03-25;2030-12-19;407396.71;85034.31;EUR;REVISABLE;;60;T000119;ACTIF;PARTICULIER
C000573;ETB001;DECOUVERT;CREDIT;2015-10-15;2031-11-12;455277.75;331866.73;EUR;VARIABLE;;120;T000040;CONTENTIEUX;ETI
C000574;ETB001;DAV;DEPOT;2022-10-19;;276900.21;;EUR;;;;T000447;ACTIF;PARTICULIER
C000575;ETB001;LIVRET_A;EPARGNE;2018-01-02;;183568.36;;EUR;;;;T000080;CLOTURE;ETI
C000576;ETB001;PRET_CONSO;CREDIT;2021-05-06;2033-03-28;332066.75;181761.27;EUR;REVISABLE;;60;T000311;ACTIF;PME
C000577;ETB001;DECOUVERT;CREDIT;2023-01-09;2030-05-19;398407.79;120755.15;EUR;REVISABLE;;60;T000254;ACTIF;PARTICULIER
C000578;ETB001;CREDIT_BAIL;CREDIT;2016-07-30;2024-02-16;230409.56;119942.31;EUR;FIXE;0.9771;180;T000075;ACTIF;ETI
C000579;ETB001;PRET_CONSO;CREDIT;2015-04-25;2038-11-27;119821.91;95419.77;EUR;REVISABLE;;60;T000076;ACTIF;ETI
C000580;ETB001;LIVRET_A;EPARGNE;2022-06-04;;375637.03;;EUR;;;;T000045;CLOTURE;
C000581;ETB001;PRET_CONSO;CREDIT;2021-03-02;2026-06-05;308256.46;212395.1;EUR;FIXE;1.8289;240;T000411;ACTIF;ETI
C000582;ETB001;CAT;DEPOT;2015-07-28;;206577.88;;EUR;;;;T000273;ACTIF;PARTICULIER
C000583;ETB001;PRET_CONSO;CREDIT;2020-01-13;2039-12-21;47029.28;35464.34;EUR;VARIABLE;;180;T000152;ACTIF;
C000584;ETB001;CAT;DEPOT;2023-02-10;;496554.08;;EUR;;;;T000477;ACTIF;ETI
C000585;ETB001;DAV;DEPOT;2018-07-09;;401961.6;;EUR;;;;T000232;ACTIF;ETI
C000586;ETB001;PEL;EPARGNE;2019-07-26;;205212.2;;EUR;;;;T000426;CLOTURE;
C000587;ETB001;CAT;DEPOT;2023-11-26;;451749.05;;EUR;;;;T000176;ACTIF;PME
C000588;ETB001;CREDIT_BAIL;CREDIT;2021-01-14;2032-03-14;168867.72;36232.31;EUR;FIXE;0.9351;240;T000102;CONTENTIEUX;ETI
C000589;ETB001;DAV;DEPOT;2021-06-20;;486694.29;;EUR;;;;T000330;ACTIF;ETI
C000590;ETB001;LIVRET_A;EPARGNE;2021-07-28;;257194.99;;EUR;;;;T000411;ACTIF;PME
C000591;ETB001;DAV;DEPOT;2022-02-26;;399745.64;;EUR;;;;T000226;CONTENTIEUX;PARTICULIER
C000592;ETB001;PEL;EPARGNE;2015-06-30;;233195.49;;EUR;;;;T000262;CONTENTIEUX;ETI
C000593;ETB001;CREDIT_BAIL;CREDIT;2015-11-30;2026-01-02;419171.46;309490.48;EUR;VARIABLE;;120;T000495;ACTIF;PARTICULIER
C000594;ETB001;DAV;DEPOT;2016-10-13;;344779.24;;EUR;;;;T000242;CONTENTIEUX;PME
C000595;ETB001;CAT;DEPOT;2021-07-03;;25802.03;;EUR;;;;T000079;ACTIF;PARTICULIER
C000596;ETB001;CREDIT_BAIL;CREDIT;2020-09-22;2036-01-18;270254.91;194152.69;EUR;REVISABLE;;300;T000219;CLOTURE;
C000597;ETB001;CAT;DEPOT;2022-07-04;;136065.19;;EUR;;;;T000109;CONTENTIEUX;PARTICULIER
C000598;ETB001;LIVRET_A;EPARGNE;2021-10-28;;103834.03;;EUR;;;;T000290;ACTIF;ETI
C000599;ETB001;CAT;DEPOT;2017-01-07;;264556.48;;EUR;;;;T000421;ACTIF;
C000600;ETB001;CAT;DEPOT;2022-05-20;;143834.7;;EUR;;;;T000288;CLOTURE;ETI
C000601;ETB001;CREDIT_BAIL;CREDIT;2023-07-05;2035-08-17;319598.44;65622.57;EUR;FIXE;4.0329;60;T000002;CLOTURE;ETI
C000602;ETB001;PRET_IMMO;CREDIT;2016-04-20;2030-07-11;447978.12;356429.89;EUR;FIXE;3.7976;180;T000247;ACTIF;PME
C000603;ETB001;CAT;DEPOT;2020-09-12;;337318.0;;EUR;;;;T000354;CONTENTIEUX;
C000604;ETB001;LIVRET_A;EPARGNE;2022-08-15;;107254.75;;EUR;;;;T000466;ACTIF;PARTICULIER
C000605;ETB001;PRET_CONSO;CREDIT;2021-10-19;2034-10-10;57371.32;40571.77;EUR;FIXE;4.5437;240;T000117;ACTIF;ETI
C000606;ETB001;DECOUVERT;CREDIT;2018-01-20;2032-10-04;399779.22;235453.45;EUR;FIXE;0.7734;300;T000480;ACTIF;PARTICULIER
C000607;ETB001;CREDIT_BAIL;CREDIT;2021-06-29;2040-07-17;126030.51;58218.47;EUR;FIXE;4.8637;240;T000055;ACTIF;PARTICULIER
C000608;ETB001;PRET_IMMO;CREDIT;2015-11-28;2036-01-31;437067.08;290693.24;EUR;FIXE;0.7652;240;T000151;ACTIF;
C000609;ETB001;DECOUVERT;CREDIT;2015-02-08;2040-05-23;233484.66;183403.26;EUR;VARIABLE;;240;T000299;CLOTURE;PARTICULIER
C000610;ETB001;PEL;EPARGNE;2021-07-29;;137621.77;;EUR;;;;T000326;ACTIF;PARTICULIER
C000611;ETB001;PRET_CONSO;CREDIT;2022-08-01;2036-09-28;230413.21;120206.69;EUR;REVISABLE;;300;T000391;ACTIF;ETI
C000612;ETB001;LIVRET_A;EPARGNE;2022-04-05;;206531.18;;EUR;;;;T000087;ACTIF;
C000613;ETB001;LIVRET_A;EPARGNE;2019-07-30;;366164.5;;EUR;;;;T000131;CLOTURE;ETI
C000614;ETB001;PRET_IMMO;CREDIT;2021-06-24;2035-11-15;12822.21;8678.32;EUR;REVISABLE;;240;T000079;ACTIF;
C000615;ETB001;PRET_IMMO;CREDIT;2023-11-13;2031-06-12;182474.87;70391.38;EUR;VARIABLE;;120;T000222;CONTENTIEUX;PME
C000616;ETB001;DAV;DEPOT;2021-05-03;;48380.32;;EUR;;;;T000253;ACTIF;PME
C000617;ETB001;LIVRET_A;EPARGNE;2019-01-05;;319449.56;;EUR;;;;T000129;ACTIF;
C000618;ETB001;CREDIT_BAIL;CREDIT;2021-06-07;2026-02-02;469263.38;368448.68;EUR;REVISABLE;;60;T000381;ACTIF;
C000619;ETB001;LIVRET_A;EPARGNE;2019-10-18;;465165.1;;EUR;;;;T000221;ACTIF;PARTICULIER
C000620;ETB001;PRET_CONSO;CREDIT;2019-09-24;2032-03-20;206073.55;167677.75;EUR;FIXE;3.7379;180;T000296;ACTIF;
C000621;ETB001;CAT;DEPOT;2022-04-16;;471736.93;;EUR;;;;T000448;ACTIF;PARTICULIER
C000622;ETB001;PEL;EPARGNE;2020-10-31;;480990.44;;EUR;;;;T000130;ACTIF;ETI
C000623;ETB001;CAT;DEPOT;2022-09-12;;258126.85;;EUR;;;;T000115;CONTENTIEUX;ETI
